metric_id,sub_power,type,question,seeded_headline,n,status,anchor_source_flag,tranche,real_anchor,source,base,grade,notes,bucket,bucket_why
REW_BEN_REM_PAY_001,Pay,single_select,If an employee moves from office-based to remote workin,Treatment varies by role 48%,169,ANCHORED,YES,3 - pay structure,Moving office->remote rarely triggers a pay/benefit cut: only 4% of UK employers have reduced pay and/or benefits for predominantly-home-working staff; 64% have not and do not intend to; 11% plan to in future; 13% have instead provided a contribution toward home-working costs. CIPD flags equality/inclusion risks in differentiating hybrid vs office pay.,"CIPD ""Flexible and hybrid working practices in 2025"" (July 2025, ref 8909). YouGov, n=2,050 UK HR professionals, fieldwork 14 Apr-5 May 2025, weighted/representative of senior decision-makers. Grade A. Post-ERA (Flexible Working) Act 2023 day-one right. Verified from source PDF.","All-UK employers, n=2,050 HR professionals, weighted (CIPD/YouGov 2025). Nationally representative. Sector/size splits in source. Post-Carer's-Leave-Act-2023 and post-day-one-flexible-working-right (Apr 2024).",A,"CIPD flex 2025 Grade A all-UK NEW ANCHOR: location-based pay reduction is rare (4% done, 11% planned, 64% won't). Near-no ""pay penalty for remote"" in UK practice. || CONFIRMED CURRENT (CIPD Flexible & Hybrid Working 2025 (Jul 2025, YouGov n=2,050 employers, weighted)): 64% have NOT reduced pay/benefits for predominantly-home workers and don't intend to; 4% have reduced, 11% plan to. 13% provide a contribution toward home-working costs.",BASE_VARIANT,multi-base; use all-UK (first/headline)
REW_BEN_REM_PAY_002,Pay,single_select,Which location is typically used to determine base pay,Contracted office locati 27%,177,unanchored - needs research,,3 - pay structure,,,,,,,
REW_BEN_REM_PAY_003,Pay,single_select,How are remote roles typically benchmarked for market p,Against office-based com 32%,184,unanchored - needs research,,3 - pay structure,,,,,,,
REW_BEN_REM_PAY_004,Pay,single_select,Are pay decisions for remote roles reviewed to ensure c,No 41%,170,unanchored - needs research,,3 - pay structure,,,,,,,
REW_BEN_REM_PAY_005,Pay,single_select,Do any pay premiums or discounts apply specifically to,No specific premiums or 44%,183,unanchored - needs research,,3 - pay structure,,,,,,,
REW_FAIR_TIPS_DIST_7d34e570,Pay,single_select,How are tips or service charges distributed to employee,Pooled and distributed v 34%,209,unanchored - needs research,,3 - pay structure,,,,,,,
REW_FAI_128,Pay,single_select,Does your organisation test whether top performers are,Yes 59%,220,unanchored - needs research,,3 - pay structure,,,,,,,
REW_FAI_CANCEL_1bbcc629,Pay,single_select,Are hourly workers paid if scheduled shifts are cancell,Yes - partial payment 72%,219,unanchored - needs research,,3 - pay structure,,,,,,,
REW_FAI_MIN_HOURS_8518a543,Pay,single_select,Do hourly-paid roles have guaranteed minimum contracted,Yes - some roles 71%,210,unanchored - needs research,,3 - pay structure,,,,,,,
REW_FAI_TRONC_GROUPS_e5639ac2,Pay,matrix,Which role levels participate in the tronc arrangement?,No 63%,183,unanchored - needs research,,3 - pay structure,,,,,,,
REW_FAI_TRONC_TYPES_b5547658,Pay,single_select,Which types of tips are included in the tronc arrangeme,Not applicable 89%,212,unanchored - needs research,,3 - pay structure,,,,,,,
REW_PAY_005,Pay,single_select,What is your ideal market position for Pay?,Slightly Below 29%,220,ANCHORED,,3 - pay structure,Most employers target market median across all levels (58-69%); slight upward skew at Exec/Director ('slightly above median' ~24%). Very few target below median.,"lumi legacy platform (HR Data Hub intake), 2019-20","UK employer pay-positioning stance by level, answered-only n=50-51; large-employer/FTSE skew; pre-2024 vintage",B,"legacy note: 'ideal market position' captured as per-level grid but sparsely completed (most cells blank); not enough answered cells to anchor a distribution - leave unanchored [2026-06-21] | PRIMARY (legacy): ideal market position by level, n=50-51 (per-level grid read). Median-targeting dominant. lumi legacy platform (HR Data Hub intake), 2019-20. [2026-06-21] || CONTEXT ONLY (HRDH Talent22, crisis-era): 64% of large employers were paying or considering paying ABOVE market in 2022 (17% impl/47% considering); above-market bonus only 6%/18%. This is a 2022 labour-shortage INTENT spike, not steady-state positioning - do NOT disturb the median-targeting anchor.",BASE_VARIANT,multi-base; use all-UK (first/headline)
REW_PAY_007,Pay,multi_select,Which sources do you use for external pay benchmarks?,Consultancy salary surve 40%,220,unanchored - needs research,,3 - pay structure,,,,,,,
REW_PAY_011,Pay,single_select,Do you pay overtime?,Yes 63%,220,unanchored - needs research,,3 - pay structure,,,,,,,
REW_PAY_016,Pay,multi_select,Which allowances or premiums are currently paid?,Car allowance 2%,215,unanchored - needs research,,3 - pay structure,,,,,,,
REW_PAY_017,Pay,single_select,"For on-call arrangements, how is the allowance typicall",Per call-out 30%,220,ANCHORED (sourced),,3 - pay structure,"64% pay a call-out rate (Fixed-rate dominant; legacy detail Yes-Fixed 24 / Yes-%hourly 2 / No 15, n=42). SHAPE CAVEAT: measures existence + form of call-out payment (supports the Per-call-out vs Not-offered axis), NOT the flat-per-period/per-day periodicity split. Legacy 2019-20 large-employer-skew base. (Re-homed from REW_PAY_018, ruled 2026-07-16.)",,,B,,,
REW_PAY_018,Pay,single_select,Is there a minimum call-out payment for call-outs (e.g.,2 hours 38%,220,unanchored - needs research,,3 - pay structure,,"lumi legacy platform (HR Data Hub intake), 2019-20","UK employer-prevalence, answered-only n; large-employer/FTSE skew; pre-2024 vintage",,"PRIMARY (legacy): call-out rate Yes-Fixed 24 / Yes-%hourly 2 / No 15, n=42. lumi legacy platform (HR Data Hub intake), 2019-20. [2026-06-21]",CLEAN,single % vs single option
REW_PAY_021,Pay,single_select,Are allowances included in holiday pay calculations whe,Some 68%,220,unanchored - needs research,,3 - pay structure,,,,,,,
REW_PAY_022,Pay,single_select,How do you apply for your salary review budget?,Market-position adjustme 35%,220,unanchored - needs research,,3 - pay structure,,,,,,,
REW_PAY_023,Pay,multi_select,What Factors do you use to set your annual pay budget?,Affordability / budget c 7%,220,unanchored - needs research,,3 - pay structure,,,,,,,
REW_PAY_097,Pay,single_select,Are pay increases differentiated by performance rating?,Yes - strongly different 34%,220,ANCHORED (sourced),,3 - pay structure,"Merit pay (permanent rises from individual performance assessment): 41% of employers for MPT staff, 29% other staff (private sector 48%/33%), CIPD PPT 2024. (Re-homed from REW263_PAY_MERITMATRIX, ruled 2026-07-16; the broader '60% link pay/bonus to performance' clause is caveated context only, not an anchor.)","CIPD Pay, Performance & Transparency 2024",,B,,,
REW_PAY_126,Pay,single_select,Over the past two years has your pay mix changed?,No material change 76%,220,unanchored - needs research,,3 - pay structure,,,,,,,
REW_PAY_HOURLY_MIN_1c6e096f,Pay,single_select,What is the lowest base hourly rate paid to any directl,£14-£15 18%,201,ANCHORED,YES,3 - pay structure,NLW 21+ = £12.21 (Apr 2025) -> £12.71 (Apr 2026); NMW 18-20 £10.85; under-18/apprentice £8.00 (Apr2026),gov.uk NLW/NMW rates (Apr 2026) cross-checked vs HR DataHub NLW planning decks,statutory,A,gov.uk. NB HRDataHub decks disagree(£12.21 vs £12.71); £12.71 is Apr2026 adult rate,MANUAL,no %-value in anchor
REW_PAY_MKT_POS_01,Pay,matrix,"On average, where does base salary sit versus market me",99 29%,1023,unanchored - needs research,,3 - pay structure,,,,,,,
REW_PAY_TIPS_EXIST_7c80c508,Pay,single_select,Do employees receive customer tips or service charges a,Yes - tips/service charg 67%,212,unanchored - needs research,,3 - pay structure,,,,,,,
REW_PAY_TRONC_6db81475,Pay,single_select,Are tips or service charges distributed through a forma,Not applicable 74%,215,unanchored - needs research,,3 - pay structure,,,,,,,
a7ed418e-b057-4b70-ab58-31e897b7c1b6,Pay,matrix,"On average, what is the total annual payment for each a",1250 3%,528,unanchored - needs research,,3 - pay structure,,,,,,,
323ffcf1-749b-43f3-bf34-1de6b8b1ca67,Incentives,matrix,What is your max bonus % opportunity by level?,10 14%,881,unanchored - needs research,,3 - pay structure,,,,,,,
REW263_INC_DEFERRAL,Incentives,single_select,"For deferred bonuses, what is the typical deferral peri",Not applicable 72%,220,unanchored - needs research,,3 - pay structure,,,,,,,
REW263_INC_POOLFUND,Incentives,single_select,How is the main bonus pool funded (top-down profit shar,Bottom-up (target-based) 29%,220,unanchored - needs research,,3 - pay structure,,,,,"CONTEXT (CIPD Reward Mgmt 2022): earned-pay-access (employees access earned wage before payday) offered to-all by 11% in Oct 2021; employee share plan to-all 9% (17% incl grade-dependent); give-as-you-earn/payroll-giving 22%. These financial-benefit prevalences have no current register row (out of scope or no home) - logged as reference only, not anchors.",,
REW_INC_060,Incentives,multi_select,Which measures are used in your main bonus or incentive,Company financial perfor 7%,164,ANCHORED,,3 - pay structure,"Most common bonus measures: Profitability 71%, Operational performance 68%, Individual performance 66%, Strategic goals 39%, Health & Safety 34%, Revenue 32%, Cost control 31% (n=62)","lumi legacy platform (HR Data Hub intake), 2019-20","UK employer-prevalence, answered-only n; large-employer/FTSE skew; pre-2024 vintage",B,"PRIMARY (legacy): bonus-measure prevalence from per-level matrix, n=61 employers with bonus scheme. lumi legacy platform (HR Data Hub intake), 2019-20. [2026-06-21] | n corrected 61->62 after full-width matrix scan captured 2019-schema files [2026-06-21] || CHECKED - NO UPGRADE (CIPD Reward Mgmt 2022): this report covers reward-currency gifts + financial-wellbeing benefits, NOT performance-bonus measure composition. Bonus-measures row stays on legacy Grade-B (Profitability 71% etc). 2022 CIPD does not anchor bonus design mechanics.",MANUAL,multi-select option prevalences
REW_INC_061,Incentives,matrix,What is the typical individual/business % split of your,51%-60% 14%,1541,unanchored - needs research,,3 - pay structure,,,,,"legacy reference (partial): individual performance is a bonus measure for 66% (n=61); individual-vs-business % SPLIT not separately captured - structure only, no split value [2026-06-21]",,
REW_INC_065,Incentives,single_select,"Is there a gatekeeper metric (e.g., profit, safety, com",Yes 53%,220,unanchored - needs research,,3 - pay structure,,,,,,,
REW_INC_069,Incentives,single_select,Are bonuses deferred for any population?,Senior leadership only 35%,220,unanchored - needs research,,3 - pay structure,,,,,,,
REW_INC_070,Incentives,single_select,Are malus provisions used (reduce unpaid awards) for mi,No 61%,220,unanchored - needs research,,3 - pay structure,,,,,,,
REW_INC_071,Incentives,single_select,Are clawback provisions used (recover paid awards) in d,Yes 58%,220,unanchored - needs research,,3 - pay structure,,,,,,,
REW_INC_072,Incentives,single_select,Are sign-on bonuses used for any roles?,Not used 65%,220,ANCHORED,YES,3 - pay structure,"Sign-on bonuses: 15% of large UK employers actively using, 30% considering, 55% not using (=~45% use-or-considering) in 2022. CAVEAT: 2022 figure captured at the PEAK of the post-pandemic labour shortage - the report itself flags sign-on use 'at a level we have not seen before', so 15% is a CRISIS HIGH and likely sits above steady-state. Treat as an upper-bound read on prevalence.","HR DataHub Talent Attraction & Retention Survey, Oct 2022 (co-authored by David Whitfield)","UK employer-prevalence; n=165 large companies; attraction-actions multi-select (real per-employer selections, not a template list). Large-company skew + 2022 labour-shortage peak inflates vs steady state.",B,TIME-SENSITIVE: 2022 crisis-peak figure; re-baseline against a post-2024 read before treating 15% as durable.,BASE_VARIANT,multi-base; use all-UK (first/headline)
REW_INC_077,Incentives,single_select,Are your incentives intended primarily to drive perform,Cost control 29%,220,unanchored - needs research,,3 - pay structure,,,,,,,
REW_INC_103,Incentives,single_select,What proportion of employees are eligible for a bonus s,75%+ 34%,220,ANCHORED,YES,3 - pay structure,12.2% of UK employees received a bonus in year to May 2025 (declining trend); small firms 20.4% vs large 7.8%. Receipt-rate proxy for eligibility - see denominator caveat.,"Brightmine (formerly XpertHR) ""Bonus Payments 2025"" white paper, UK Compensation Planning data (year to May 2025). Grade B. Verified from source PDF.","UK EMPLOYEES IN RECEIPT of a bonus (Brightmine Compensation Planning payroll dataset), NOT % of employers operating a scheme. Receipt-rate is a reasonable lower-bound proxy for eligibility but is a DIFFERENT denominator - flagged. Year to May 2025.",B,"Brightmine Bonus Payments 2025: 12.2% of UK employees received a bonus in year to May 2025 - 3rd consecutive annual decline (19.7% 2023, 15.5% 2024, 12.2% 2025). By size: small firms 1-249 = 20.4% in receipt; large 1,000+ = 7.8% (small-firm staff ~2x as likely). DENOMINATOR CAUTION: this is employee RECEIPT rate, not employer SCHEME-PREVALENCE - eligibility (scheme exists) is typically higher than receipt (actually paid). Bonus VALUE data (% salary, GBP amounts, CEO 42.5%/~GBP113k, gender 1.8x gap) is PAY data lumi excludes - not used. | legacy corrob: bonus scheme 96%, n=70 - large-employer skew; existing B anchor remains [2026-06-21] | legacy reference: bonus paid in all 3 of last 3 years for 33/42 employers (79%) - bonus reliability/consistency signal [2026-06-21] | legacy ref updated: bonus paid all 3 of last 3 years for 42/52 (81%), n=52 after full scan [2026-06-21]",BASE_VARIANT,multi-base; use all-UK (first/headline)
REW_INC_104,Incentives,single_select,"In the last 12 months, what was the average payout as a",70-79% 31%,220,ANCHORED,,3 - pay structure,"Typical achievement-level payout: 90-100% of target most common (26/43, 60%); next band 71-90% (~23%)","lumi legacy platform (HR Data Hub intake), 2019-20","UK employer-prevalence, answered-only n; achievement-level (% of target paid), NOT a pay value; large-employer/FTSE skew; pre-2024 vintage",B,"PRIMARY (legacy): typical achievement-level payout band, n=43. % of target paid (structure/outcome, not a £ value). lumi legacy platform (HR Data Hub intake), 2019-20. [2026-06-21]",BASE_VARIANT,multi-base; use all-UK (first/headline)
REW_INC_111,Incentives,matrix,What is the target bonus opportunity by level (as % of,5 20%,934,unanchored - needs research,,3 - pay structure,,,,,,,
REW_INC_131,Incentives,single_select,Does your organisation operate any long-term incentive,Yes 54%,220,ANCHORED,YES,3 - pay structure,"All-employee share plans (AESPs): only ~16% of UK employers operate them. Among performance-linked employers, group schemes incl. all-employee share plans 21-24%. Long-term/share-based incentives remain a minority, larger-employer practice.","CIPD ""Pay, performance and transparency 2024"" (Feb 2024, ref 8551, supported by ADP; research by IDR). YouGov, n=832 UK HR/senior decision-makers, fieldwork 3-24 Oct 2023, weighted (private 75%/public 18%/voluntary 7%; 57% large 250+, 43% SME). Grade A. Verified from source PDF.","All-UK employers, n=832, weighted (CIPD/IDR/YouGov 2023). Nationally representative. Sector & size splits in source. STRUCTURE/governance/transparency prevalence only - pay-level (increase %) data excluded as lumi holds no pay data.",A,"CIPD PPT 2024 Grade A all-UK: NEW ANCHOR. ~16% operate all-employee share plans (rarity prompted govt consultation). Group performance schemes: team/gain-share 23-37%, org-wide bonus 29-34%, profit-share 19-32%, AESP 21-24%, goal-share 24%. | legacy corrob: LTIP 74%, n=70 - large-employer skew; CIPD A remains primary [2026-06-21]",BASE_VARIANT,multi-base; use all-UK (first/headline)
REW_INC_132,Incentives,single_select,Which types of long-term incentive plans are offered?,Performance shares 33%,220,unanchored - needs research,,3 - pay structure,,"CIPD ""Pay, performance and transparency 2024"" (Feb 2024, ref 8551, supported by ADP; research by IDR). YouGov, n=832 UK HR/senior decision-makers, fieldwork 3-24 Oct 2023, weighted (private 75%/public 18%/voluntary 7%; 57% large 250+, 43% SME). Grade A. Verified from source PDF.","All-UK employers, n=832, weighted (CIPD/IDR/YouGov 2023). Nationally representative. Sector & size splits in source. STRUCTURE/governance/transparency prevalence only - pay-level (increase %) data excluded as lumi holds no pay data.",,"CIPD PPT 2024 Grade A all-UK: NEW ANCHOR. Share/group-scheme type mix. AESP rarity (~16%) is the headline. Note: equity/LTIP value detail is pay data, excluded - only scheme-presence prevalence used. | legacy reference: all-employee Share Save plan present in 32% (n=62) - no dedicated SAYE register row; logged for future [2026-06-21] | legacy corrob: LTIP types Performance-share-plan 56% / Cash plan 29% / Restricted shares 25% / Deferred matching 10%, n=48 - large-employer skew; CIPD A remains primary [2026-06-21]",BASE_VARIANT,multi-base; use all-UK (first/headline)
REW_INC_133,Incentives,matrix,Which levels are eligible for long-term incentives?,No 89%,1540,ANCHORED,YES,3 - pay structure,"Long-term/group incentives skew to senior staff: MPT (management/professional/technical) employees consistently more likely to be in group schemes than ""other"" staff across every scheme type (e.g. team bonus MPT 37% vs other 23%; profit-share 32% vs 19%). All-employee share plans ~16% overall.","CIPD ""Pay, performance and transparency 2024"" (Feb 2024, ref 8551, supported by ADP; research by IDR). YouGov, n=832 UK HR/senior decision-makers, fieldwork 3-24 Oct 2023, weighted (private 75%/public 18%/voluntary 7%; 57% large 250+, 43% SME). Grade A. Verified from source PDF.","All-UK employers, n=832, weighted (CIPD/IDR/YouGov 2023). Nationally representative. Sector & size splits in source. STRUCTURE/governance/transparency prevalence only - pay-level (increase %) data excluded as lumi holds no pay data.",A,CIPD PPT 2024 Grade A all-UK: NEW ANCHOR. Eligibility seniority-skewed - MPT > other for all group-scheme types; only goal-sharing equal across groups.,BASE_VARIANT,multi-base; use all-UK (first/headline)
REW_INC_135,Incentives,single_select,Does your organisation operate sales commission or comm,Yes 56%,220,unanchored - needs research,,3 - pay structure,,,,,,,
REW_INC_136,Incentives,single_select,Which commission plan structures are used?,Quota attainment 29%,220,unanchored - needs research,,3 - pay structure,,,,,,,
REW_INC_LTI_MAX_01,Incentives,matrix,What is the max annual LTI as a % of base pay by employ,95 7%,175,unanchored - needs research,,3 - pay structure,,,,,,,
REW_INC_LTI_VALUE_TYP_01,Incentives,matrix,What is the target annual LTI as a % of base pay by emp,35 9%,172,unanchored - needs research,,3 - pay structure,,,,,,,
REW_Q528801,Incentives,matrix,What overtime multiplier is paid by shift type?,1.5x 65%,828,ANCHORED,,3 - pay structure,"Typical OT/unsocial-hours multipliers: weekday 1.5x, Saturday 1.5x, Sunday 2.0x, Bank Holiday 2.0x (day & night); night work escalates the rate","lumi legacy platform (HR Data Hub intake), 2019-20","UK employer-prevalence, answered-only n; large-employer/FTSE skew; pre-2024 vintage",B,"PRIMARY (legacy): overtime multiplier by time-band grid, n=22-28 per band. lumi legacy platform (HR Data Hub intake), 2019-20. [2026-06-21]",MANUAL,no %-value in anchor
REW_Q534581,Incentives,matrix,"For hourly-paid roles, what pay multipliers apply by ti",1.25x 35%,1146,ANCHORED,,3 - pay structure,"Typical OT/unsocial-hours multipliers: weekday 1.5x, Saturday 1.5x, Sunday 2.0x, Bank Holiday 2.0x (day & night); night work escalates the rate","lumi legacy platform (HR Data Hub intake), 2019-20","UK employer-prevalence, answered-only n; large-employer/FTSE skew; pre-2024 vintage",B,"PRIMARY (legacy): hourly-role pay multipliers by time-band, n=22-28. lumi legacy platform (HR Data Hub intake), 2019-20. [2026-06-21]",MANUAL,no %-value in anchor
REW263_WEL_DATA,Wellbeing,multi_select,Which wellbeing/health data do you actively track (abse,None 28%,220,ESTIMATE-FLAGGED (no published prevalence),N/A,1 - benefit prevalence,Wellbeing/health data tracked: not a clean single prevalence; absence-data analysis common,-,n/a,EST,estimate-flag,MANUAL,no %-value in anchor
REW263_WEL_FINWELL,Wellbeing,single_select,Is there a documented financial wellbeing strategy beyo,No 42%,220,ANCHORED,YES,1 - benefit prevalence,Financial wellbeing strategy/policy: 15% all orgs; 53% large have-or-plan,"CIPD Reward Survey: Focus on Employee Benefits (Feb 2026, YouGov, n=1,059; large 250+ n=178; SME n=881)",all-UK,A,"RS key finding=15% all. NB earlier 'finwell 64%' was the DIFFERENT metric (agree good-benefits among FW-policy orgs). This is the strategy-exists prevalence=15% || CIPD Reward Survey 2026 (Grade A all-UK, n=1,059) cross-check: 15% of all UK employers have a formal financial wellbeing policy/strategy (53% of large 250+ employers, incl. planned). Of those with a policy, 38% have a budget (54% large). || CORROBORATION (HRDH 2021-22 trajectory): Outlook21 financial-wellbeing platform 36% in place +25% post-COVID; financial education 39%+25%. Talent22 online FW platform 41% impl +30% considering. Narrower 'platform' base sits below CIPD 'any FW programme' (S29, 64-67%) - consistent. CIPD stays primary. || CONTEXT (CIPD Feb 2026): 38% of all UK employers pay the voluntary Living Wage / >=GBP12.60 (50% of large); 81% agree they have a responsibility to provide a fair/liveable income (the agree-practice gap). No dedicated living-wage-prevalence row exists - candidate for G1/fair-pay cluster if ever built. || DEFINITION LOCKED (David, this session): this row = FORMAL documented FW policy/strategy. 15% all-UK / 53% large have-or-planning (CIPD Reward Feb 2026). Distinct from REW26_WEL_FINWELL = any FW programme/activity (64%). Do NOT merge. Settled.",BASE_VARIANT,multi-base; use all-UK (first/headline)
REW263_WEL_MGRTRAIN,Wellbeing,single_select,What proportion of people managers have completed menta,None 34%,220,ANCHORED,YES,1 - benefit prevalence,Line managers trained for mental health: 29% (all orgs),"CIPD Health & Wellbeing at Work 2025 (Sept 2025, YouGov, n=1,101; large 250+ n=376; SME n=446)",all-UK,A,"HW key findings + Fig11=29% || CIPD H&W 2025 SOURCE: 29% of UK employers train line managers to support staff with mental ill health. Where trained, 73% agree managers are confident to have sensitive conversations vs 57% where not trained.",CLEAN,single % vs single option
REW263_WEL_OH,Wellbeing,single_select,"Do employees have access to occupational health, and wh",OH without SLA 34%,220,ANCHORED,YES,1 - benefit prevalence,Occupational health services: 69% all; 86% large(250+); 39% SME,"CIPD Health & Wellbeing at Work 2025 (Sept 2025, YouGov, n=1,101; large 250+ n=376; SME n=446)",all-UK / large split,A,"seeded ~66% have OH (34% 'OH without SLA') - plausible vs 86% large / lower mixed. Co-op pool large -> seed reasonable, maybe slightly low. | HW p24. Confirms earlier 86% large anchor || CIPD H&W 2025 SOURCE: 69% of all UK employers provide occupational health services (86% of 250+; 39% of SMEs). Arrangement: 40% entirely outsourced, 19% combination, 4% in-house only. Reactive use dominates; only 14-31% use OH preventatively/strategically. || ARRANGEMENT SPLIT (CIPD H&W 2025): 69% of all orgs provide OH (86% large 250+, 39% SME). Of those: entire OH outsourced 40% / combination in-house+external 19% / in-house only 9% / other 4%. Mostly used reactively (manage complex cases) - few use OH preventatively (manage health risks 31%, develop strategy 29%). Confirms 69%/86%/39% prevalence anchor + adds the outsource-vs-inhouse shape. || Aon UK B&T 2025 Q48: OH provision 83% (17% none); arrangement split in-house 7% / external-ongoing 39% / external-as-required 38%. Corroborates CIPD OH finding; arrangement shape is the usable detail. Broker skew.",BASE_VARIANT,multi-base; use all-UK (first/headline)
REW26_WEL_BUDGET,Wellbeing,numeric,Is there an annual wellbeing budget per employee?,Not applicable 60%,220,ANCHORED,YES,1 - benefit prevalence,Wellbeing budget exists: 54% large already have; 38% of those with FW policy overall; SMEs lower,"CIPD Health & Wellbeing at Work 2025 (Sept 2025, YouGov, n=1,101; large 250+ n=376; SME n=446)",large vs all,B,"HW Fig18 + RS Fig17. 54% large have budget. CORRECTS earlier mislabel (was no-source) || CIPD H&W 2025: 29% expect wellbeing budget to INCREASE next 12 months, 9% decrease, ~half flat; a notable share have NO dedicated wellbeing budget line. Source gives budget DIRECTION not per-employee GBP value - per-head figure remains an honest estimate. Prevalence of ""having a budget at all"" is the anchorable part. || Aon UK B&T 2025: ~quarter have a specific wellbeing budget (excl insurance/IP); bands <£100pp 47% / £100-200 22% / >£200 13% of those with budget. Budget-band shape corroborates; broker skew.",BASE_VARIANT,multi-base; use all-UK (first/headline)
REW26_WEL_EAP,Wellbeing,yes_no,Do you provide an Employee Assistance Programme (EAP)?,No 58%,220,ANCHORED - FIX SHIPPED 2026-06-21,YES,1 - benefit prevalence,EAP: 67% all employees; 78% large(250+); 39% SME (offered to all). NB HW Fig16=67% all,"CIPD Health & Wellbeing at Work 2025 (Sept 2025, YouGov, n=1,101; large 250+ n=376; SME n=446)",all-UK / large split,A,"CONFIRMED WRONG: seeded 42%, real ~79% (CIPD/HCML) - anchor itself was wrong | CONFIRMED: seeded 42% is WRONG. Fix to ~79%. Three sources converge. | RESOLVES EAP. HW Table2 offered-to-all=67% all-UK / 78% large. Earlier ~79% anchor = LARGE base. Seeded 42% wrong at both bases. Pick base by question wording || FIX STAGED 2026-06-20 (PENDING BUILD CONFIRMATION): EAP 42%->67% yes (all-UK) - all-UK base per default rule; confirm aggregate pass + tile recompute before marking SHIPPED || CIPD H&W 2025 SOURCE-CONFIRMED: EAP offered to all employees 67% all-UK (80% private large, 62% private SME, 39% public, 78% non-profit). Staged seed fix 67% VERIFIED against primary source. Flip ""PENDING BUILD CONFIRMATION"" -> ""FIX VERIFIED 2026-06-20"". | legacy corrob: EAP 86%, n=79 - large-employer skew vs CIPD national; CIPD A remains primary [2026-06-21] || CORROBORATION/CAUTION (HRDH Outlook21, n=156 large UK cos): EAP 84% in place. LARGE-EMPLOYER SKEW - inflates vs CIPD all-UK 41% (S28, the recalibrated value). Do NOT use 84%; it is the same large-co overstatement class as the original wrong seed. CIPD 41% stays. || CAUTION/CONTEXT (Drewberry 2026, n=626): EAP appears in 31% of employers' 'currently provide' benefit list - LOWER than CIPD all-UK 67% (S28). Likely a top-20-list artefact (respondents ticking headline benefits) rather than a true EAP-prevalence question, so it UNDERSTATES. Do NOT use 31%; CIPD 67% stays. Flagged as list-artefact, not a contradiction. || PROVIDE-TO-ALL SPLIT (CIPD Feb 2026 Fig14, large 250+): of large employers offering EAP, 89% provide it to ALL employees (only 10% restrict). EAP is among the most universally-applied benefits where offered. Confirms the 'to all' basis behind the 61-67% large prevalence. || CHECKED + REJECTED: Aon UK B&T 2025 shows EAP ~88% funded to all staff. This is broker-book skew that OVERSTATES vs CIPD all-UK 67%. Exactly the over-skewed external number the denominator trap rejects - NOT used to revise EAP anchor. CIPD-A anchor stands. || SHIPPED 2026-06-21: reseeded 41.82% -> realised Yes 66.8% (147/220). EAP UNFROZEN: ruled 67% correct (CIPD H&W 2025 Table2/Fig16 offered-to-all, all-UK) over prior 41% MH-measure sub-cut (S28/tab6, which understated as a list-artefact class, same failure as rejected Drewberry 31%). frozen_targets.json EAP -> {No:0.33,Yes:0.67}. qa_reseed 9/9 (G4 0.345); qa_plausibility Check C no-drift (0.2pp). 55 orgs changed.",BASE_VARIANT,multi-base; use all-UK (first/headline)
REW26_WEL_FINWELL,Wellbeing,yes_no,Do you offer a financial wellbeing programme?,Yes 64%,220,ANCHORED (sourced),frozen_targets,1 - benefit prevalence,"64% offer a financial wellbeing programme/activity (broad any-programme measure, CIPD S29). RELABELLED ruled 2026-07-16: previously mislabelled 'have financial wellbeing policy/strategy'; attachment ruled correct per the standing register reconciliation (audit mis-map OVERTURNED). Source wave to be tightened to the exact CIPD survey carrying S29.",CIPD Reward Survey Feb 2026,mixed UK,A,"seeded 64% Yes - EXACT MATCH to CIPD 64%. Confirmed correct. (was a settled-frozen value - anchor now VERIFIED, unlike EAP). || CIPD Reward Survey 2026 (Grade A all-UK, n=1,059) cross-check: 15% of all UK employers have a formal financial wellbeing policy/strategy (53% of large 250+ employers, incl. planned). Of those with a policy, 38% have a budget (54% large). || CORROBORATION (HRDH Talent22): online FW platform 41% implemented +30% considering; pay advance 15%; preferential loans 22%; 1:1 advice funded 23%. Large-co 2022 read; supports rising FW adoption. CIPD S29 stays primary. || RECONCILE (CIPD Feb 2026): formal financial-wellbeing POLICY/STRATEGY prevalence is 15% all-UK / 53% large have-or-planning(12% plan). The '64%' on this row is the older recalibrated FINWELL-PROGRAMME figure (broader 'any programme' base, S29), NOT the formal-policy figure - the two measure different things. If this row means formal POLICY, use 15% all / 53% large (Fig, Feb 2026 A-grade). If it means any FW PROGRAMME, 64% stands. David to confirm which definition this row carries. || DEFINITION LOCKED (David, this session): this row = ANY financial-wellbeing programme/activity (broad). 64% stands. Distinct from REW263_WEL_FINWELL = FORMAL documented FW policy/strategy (15% all / 53% large). Do NOT merge the two rows or swap the 15%/53% formal-policy figure onto this row - they answer different questions. Settled; no re-litigation without a DECISIONS.md entry. || HISTORIC CORROBORATION (CIPD Reward Mgmt 2022, n=280): free financial education/guidance/advice offered by 41% (to-all 38%); debt advice/counselling 57% (to-all 55%); alert-staff-to-scams 47%. Supports the 'any FW activity 64%' reading for this broad row - these component activities were already widespread in 2021. Grade B (2022).",CLEAN,single % vs single option
